,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
216,Chrome Azzaro 1996 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.618,0.935,0.956,0.967
217,Chrome Azzaro 1996 EAU DE TOILETTE,Angels' Share Kilian 2020,0.203,0.462,0.318,0.762
218,Chrome Azzaro 1996 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.97,0.995,0.998,0.993
219,Chrome Azzaro 1996 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.255,0.571,0.497,0.995
220,Chrome Azzaro 1996 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.524,0.728,0.626,0.989
221,Chrome Azzaro 1996 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.707,0.996,0.981,0.979
222,Chrome Azzaro 1996 EAU DE TOILETTE,Aventus Creed 2010,0.591,0.883,0.943,0.986
223,Chrome Azzaro 1996 EAU DE TOILETTE,Awake Akro 2018,0.293,0.799,0.557,0.773
224,Chrome Azzaro 1996 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.63,0.941,0.927,0.977
225,Chrome Azzaro 1996 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.196,0.672,0.468,0.895
226,Chrome Azzaro 1996 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.727,0.991,1.0,0.8
227,Chrome Azzaro 1996 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.878,0.939,0.941,0.994
228,Chrome Azzaro 1996 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.51,0.912,0.922,0.876
229,Chrome Azzaro 1996 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.213,0.634,0.407,0.941
230,Chrome Azzaro 1996 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.523,0.755,0.658,0.986
231,Chrome Extrême Azzaro 2020,1 Million Elixir Paco Rabanne 2022,0.27,0.615,0.5,0.956
232,Chrome Extrême Azzaro 2020,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.195,0.648,0.568,0.957
233,Chrome Extrême Azzaro 2020,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.381,0.723,0.743,0.965
234,Chrome Extrême Azzaro 2020,Acqua di Giò Parfum Giorgio Armani 2023,0.805,0.977,0.974,0.988
235,Chrome Extrême Azzaro 2020,Althaïr Parfums de Marly 2023,0.043,0.682,0.311,0.912
236,Chrome Extrême Azzaro 2020,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.118,0.786,0.551,0.607
237,Chrome Extrême Azzaro 2020,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.587,0.959,0.948,0.961
238,Chrome Extrême Azzaro 2020,Angels' Share Kilian 2020,0.057,0.576,0.288,0.77
239,Chrome Extrême Azzaro 2020,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.893,0.995,0.992,0.989
240,Chrome Extrême Azzaro 2020,Armani Code Absolu pour Homme Giorgio Armani 2019,0.156,0.674,0.465,0.98
241,Chrome Extrême Azzaro 2020,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.365,0.807,0.598,0.983
242,Chrome Extrême Azzaro 2020,Artisan Pure John Varvatos 2017,0.725,0.986,0.98,0.981
243,Chrome Extrême Azzaro 2020,Aventus Creed 2010,0.737,0.933,0.935,0.994
244,Chrome Extrême Azzaro 2020,Awake Akro 2018,0.134,0.85,0.529,0.783
245,Chrome Extrême Azzaro 2020,Bad Boy Cobalt Carolina Herrera 2022,0.638,0.972,0.922,0.97
246,Chrome Extrême Azzaro 2020,Bentley for Men Absolute Bentley 2014,0.106,0.755,0.44,0.91
247,Chrome Extrême Azzaro 2020,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.75,0.978,0.992,0.796
248,Chrome Extrême Azzaro 2020,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.877,0.963,0.934,0.995
249,Chrome Extrême Azzaro 2020,Bon Monsieur Rogue 2020,0.384,0.946,0.916,0.916
250,Chrome Extrême Azzaro 2020,Boss Bottled Elixir Hugo Boss 2023,0.094,0.722,0.374,0.966
251,Chrome Extrême Azzaro 2020,Boss Bottled Parfum Hugo Boss 2022,0.47,0.823,0.64,0.991
252,Chrome Extrême Azzaro 2020,Chrome Azzaro 1996 EAU DE TOILETTE,0.898,0.988,0.99,0.985
253,Cigar Rum Strangers Parfumerie 2017,1 Million Elixir Paco Rabanne 2022,0.607,0.962,0.998,0.842
254,Cigar Rum Strangers Parfumerie 2017,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.65,0.971,0.992,0.824
255,Cigar Rum Strangers Parfumerie 2017,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.528,0.992,0.955,0.868
256,Cigar Rum Strangers Parfumerie 2017,Acqua di Giò Parfum Giorgio Armani 2023,0.191,0.786,0.729,0.86
257,Cigar Rum Strangers Parfumerie 2017,Althaïr Parfums de Marly 2023,0.469,0.979,0.956,0.966
258,Cigar Rum Strangers Parfumerie 2017,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.592,0.991,0.998,0.913
259,Cigar Rum Strangers Parfumerie 2017,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.526,0.847,0.786,0.941
260,Cigar Rum Strangers Parfumerie 2017,Angels' Share Kilian 2020,0.561,0.955,0.945,0.972
261,Cigar Rum Strangers Parfumerie 2017,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.234,0.717,0.616,0.895
262,Cigar Rum Strangers Parfumerie 2017,Armani Code Absolu pour Homme Giorgio Armani 2019,0.604,0.982,0.988,0.884
263,Cigar Rum Strangers Parfumerie 2017,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.653,0.972,0.997,0.907
264,Cigar Rum Strangers Parfumerie 2017,Artisan Pure John Varvatos 2017,0.139,0.679,0.424,0.922
265,Cigar Rum Strangers Parfumerie 2017,Aventus Creed 2010,0.646,0.912,0.812,0.866
266,Cigar Rum Strangers Parfumerie 2017,Awake Akro 2018,0.545,0.948,0.998,0.975
267,Cigar Rum Strangers Parfumerie 2017,Bad Boy Cobalt Carolina Herrera 2022,0.607,0.859,0.829,0.815
268,Cigar Rum Strangers Parfumerie 2017,Bentley for Men Absolute Bentley 2014,0.8,0.991,0.988,0.906
269,Cigar Rum Strangers Parfumerie 2017,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.249,0.683,0.558,0.977
270,Cigar Rum Strangers Parfumerie 2017,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.428,0.831,0.815,0.86
271,Cigar Rum Strangers Parfumerie 2017,Bon Monsieur Rogue 2020,0.364,0.893,0.84,0.92
272,Cigar Rum Strangers Parfumerie 2017,Boss Bottled Elixir Hugo Boss 2023,0.834,0.997,0.978,0.873
273,Cigar Rum Strangers Parfumerie 2017,Boss Bottled Parfum Hugo Boss 2022,0.812,0.978,0.99,0.871
274,Cigar Rum Strangers Parfumerie 2017,Chrome Azzaro 1996 EAU DE TOILETTE,0.228,0.648,0.578,0.845
275,Cigar Rum Strangers Parfumerie 2017,Chrome Extrême Azzaro 2020,0.242,0.728,0.555,0.838
276,Club Black Mercedes-Benz 2017,1 Million Elixir Paco Rabanne 2022,0.749,0.991,0.98,0.949
277,Club Black Mercedes-Benz 2017,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.778,0.996,0.966,0.938
278,Club Black Mercedes-Benz 2017,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.707,0.997,0.85,0.948
279,Club Black Mercedes-Benz 2017,Acqua di Giò Parfum Giorgio Armani 2023,0.121,0.739,0.542,0.927
280,Club Black Mercedes-Benz 2017,Althaïr Parfums de Marly 2023,0.955,1.0,0.999,0.993
281,Club Black Mercedes-Benz 2017,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.616,0.976,0.967,0.844
282,Club Black Mercedes-Benz 2017,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.504,0.802,0.611,0.995
283,Club Black Mercedes-Benz 2017,Angels' Share Kilian 2020,0.934,0.983,0.996,0.94
284,Club Black Mercedes-Benz 2017,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.137,0.669,0.413,0.966
285,Club Black Mercedes-Benz 2017,Armani Code Absolu pour Homme Giorgio Armani 2019,0.875,0.998,0.99,0.964
286,Club Black Mercedes-Benz 2017,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.736,0.97,0.953,0.967
287,Club Black Mercedes-Benz 2017,Artisan Pure John Varvatos 2017,0.13,0.623,0.207,0.985
288,Club Black Mercedes-Benz 2017,Aventus Creed 2010,0.286,0.889,0.649,0.94
289,Club Black Mercedes-Benz 2017,Awake Akro 2018,0.804,0.92,0.977,0.946
290,Club Black Mercedes-Benz 2017,Bad Boy Cobalt Carolina Herrera 2022,0.526,0.825,0.664,0.933
291,Club Black Mercedes-Benz 2017,Bentley for Men Absolute Bentley 2014,0.44,0.987,0.994,0.903
292,Club Black Mercedes-Benz 2017,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.096,0.619,0.348,0.958
293,Club Black Mercedes-Benz 2017,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.216,0.79,0.653,0.942
294,Club Black Mercedes-Benz 2017,Bon Monsieur Rogue 2020,0.195,0.852,0.68,0.924
295,Club Black Mercedes-Benz 2017,Boss Bottled Elixir Hugo Boss 2023,0.6,0.993,0.998,0.916
296,Club Black Mercedes-Benz 2017,Boss Bottled Parfum Hugo Boss 2022,0.551,0.958,0.924,0.941
297,Club Black Mercedes-Benz 2017,Chrome Azzaro 1996 EAU DE TOILETTE,0.219,0.594,0.37,0.937
298,Club Black Mercedes-Benz 2017,Chrome Extrême Azzaro 2020,0.09,0.696,0.34,0.934
299,Club Black Mercedes-Benz 2017,Cigar Rum Strangers Parfumerie 2017,0.568,0.981,0.967,0.968
300,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.195,0.671,0.553,0.935
301,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.254,0.705,0.622,0.924
302,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.462,0.786,0.778,0.944
303,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.901,0.994,0.983,0.939
304,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.185,0.742,0.372,0.991
305,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.32,0.855,0.604,0.839
306,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.662,0.992,0.965,0.992
307,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Angels' Share Kilian 2020,0.247,0.634,0.35,0.938
308,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.906,0.987,0.999,0.968
309,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.24,0.735,0.524,0.961
310,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.538,0.87,0.648,0.971
311,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.785,0.978,0.976,0.985
312,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Aventus Creed 2010,0.731,0.965,0.955,0.948
313,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Awake Akro 2018,0.417,0.916,0.582,0.945
314,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.529,0.981,0.94,0.922
315,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.347,0.823,0.497,0.926
316,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.851,0.981,0.995,0.953
317,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.95,0.991,0.954,0.946
318,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.638,0.982,0.936,0.943
319,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.326,0.789,0.433,0.933
320,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.584,0.89,0.681,0.948
321,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.895,0.967,0.996,0.936
322,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.853,0.982,0.996,0.937
323,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.398,0.799,0.604,0.974
324,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.183,0.755,0.4,0.998
325,Dark Akro 2018,1 Million Elixir Paco Rabanne 2022,0.558,0.964,0.994,0.802
326,Dark Akro 2018,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.68,0.964,0.987,0.777
327,Dark Akro 2018,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.611,0.977,0.9,0.782
328,Dark Akro 2018,Acqua di Giò Parfum Giorgio Armani 2023,0.185,0.75,0.632,0.778
329,Dark Akro 2018,Althaïr Parfums de Marly 2023,0.781,0.971,0.989,0.958
330,Dark Akro 2018,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.578,0.972,0.987,0.975
331,Dark Akro 2018,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.454,0.814,0.695,0.895
332,Dark Akro 2018,Angels' Share Kilian 2020,0.878,0.949,0.983,1.0
333,Dark Akro 2018,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.162,0.702,0.509,0.818
334,Dark Akro 2018,Armani Code Absolu pour Homme Giorgio Armani 2019,0.717,0.966,0.998,0.811
335,Dark Akro 2018,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.653,0.942,0.979,0.826
336,Dark Akro 2018,Artisan Pure John Varvatos 2017,0.103,0.671,0.31,0.866
337,Dark Akro 2018,Aventus Creed 2010,0.356,0.879,0.729,0.778
338,Dark Akro 2018,Awake Akro 2018,0.878,0.955,0.994,0.999
339,Dark Akro 2018,Bad Boy Cobalt Carolina Herrera 2022,0.453,0.858,0.743,0.764
340,Dark Akro 2018,Bentley for Men Absolute Bentley 2014,0.67,0.979,1.0,0.809
341,Dark Akro 2018,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.147,0.658,0.446,0.994
342,Dark Akro 2018,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.306,0.792,0.733,0.772
343,Dark Akro 2018,Bon Monsieur Rogue 2020,0.358,0.862,0.758,0.862
344,Dark Akro 2018,Boss Bottled Elixir Hugo Boss 2023,0.736,0.984,0.996,0.782
345,Dark Akro 2018,Boss Bottled Parfum Hugo Boss 2022,0.627,0.949,0.958,0.78
346,Dark Akro 2018,Chrome Azzaro 1996 EAU DE TOILETTE,0.211,0.636,0.468,0.755
347,Dark Akro 2018,Chrome Extrême Azzaro 2020,0.071,0.718,0.443,0.763
348,Dark Akro 2018,Cigar Rum Strangers Parfumerie 2017,0.706,0.978,0.988,0.974
349,Dark Akro 2018,Club Black Mercedes-Benz 2017,0.831,0.973,0.994,0.936
350,Dark Akro 2018,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.293,0.782,0.498,0.936
351,Dior Homme Cologne Dior 2013,1 Million Elixir Paco Rabanne 2022,0.156,0.49,0.401,0.971
352,Dior Homme Cologne Dior 2013,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.065,0.526,0.479,0.962
353,Dior Homme Cologne Dior 2013,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.351,0.617,0.66,0.962
354,Dior Homme Cologne Dior 2013,Acqua di Giò Parfum Giorgio Armani 2023,0.715,0.96,0.934,0.946
355,Dior Homme Cologne Dior 2013,Althaïr Parfums de Marly 2023,0.0,0.565,0.206,0.987
356,Dior Homme Cologne Dior 2013,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.168,0.702,0.458,0.798
357,Dior Homme Cologne Dior 2013,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.659,0.928,0.905,0.998
358,Dior Homme Cologne Dior 2013,Angels' Share Kilian 2020,0.0,0.45,0.184,0.91
359,Dior Homme Cologne Dior 2013,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.713,0.992,0.982,0.98
360,Dior Homme Cologne Dior 2013,Armani Code Absolu pour Homme Giorgio Armani 2019,0.049,0.558,0.37,0.98
361,Dior Homme Cologne Dior 2013,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.287,0.715,0.506,0.978
362,Dior Homme Cologne Dior 2013,Artisan Pure John Varvatos 2017,0.9,0.994,0.999,0.995
363,Dior Homme Cologne Dior 2013,Aventus Creed 2010,0.743,0.875,0.888,0.959
364,Dior Homme Cologne Dior 2013,Awake Akro 2018,0.146,0.789,0.432,0.917
365,Dior Homme Cologne Dior 2013,Bad Boy Cobalt Carolina Herrera 2022,0.416,0.936,0.865,0.961
366,Dior Homme Cologne Dior 2013,Bentley for Men Absolute Bentley 2014,0.0,0.661,0.338,0.898
367,Dior Homme Cologne Dior 2013,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.901,0.99,0.992,0.931
368,Dior Homme Cologne Dior 2013,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.813,0.933,0.885,0.962
369,Dior Homme Cologne Dior 2013,Bon Monsieur Rogue 2020,0.495,0.905,0.859,0.92
370,Dior Homme Cologne Dior 2013,Boss Bottled Elixir Hugo Boss 2023,0.0,0.624,0.271,0.927
371,Dior Homme Cologne Dior 2013,Boss Bottled Parfum Hugo Boss 2022,0.31,0.744,0.542,0.958
372,Dior Homme Cologne Dior 2013,Chrome Azzaro 1996 EAU DE TOILETTE,0.739,0.999,0.989,0.959
373,Dior Homme Cologne Dior 2013,Chrome Extrême Azzaro 2020,0.846,0.983,0.986,0.96
374,Dior Homme Cologne Dior 2013,Cigar Rum Strangers Parfumerie 2017,0.11,0.64,0.455,0.94
375,Dior Homme Cologne Dior 2013,Club Black Mercedes-Benz 2017,0.0,0.581,0.235,0.995
376,Dior Homme Cologne Dior 2013,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.797,0.961,0.983,0.992
377,Dior Homme Cologne Dior 2013,Dark Akro 2018,0.0,0.626,0.338,0.904
378,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.492,0.692,0.725,0.971
379,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.436,0.727,0.771,0.965
380,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.602,0.811,0.903,0.976
381,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.461,0.99,0.997,0.968
382,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.394,0.767,0.558,0.971
383,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.69,0.884,0.764,0.748
384,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.875,0.996,0.999,0.997
385,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Angels' Share Kilian 2020,0.37,0.661,0.536,0.876
386,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.489,0.96,0.975,0.994
387,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.516,0.764,0.69,0.99
388,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.71,0.899,0.8,0.992
389,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.602,0.945,0.898,1.0
390,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Aventus Creed 2010,0.617,0.97,0.996,0.98
391,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Awake Akro 2018,0.351,0.932,0.744,0.885
392,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.619,0.958,0.994,0.968
393,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.269,0.852,0.671,0.919
394,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.561,0.962,0.956,0.899
395,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.64,0.995,0.995,0.982
396,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.518,0.987,0.992,0.93
397,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.335,0.816,0.619,0.951
398,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.63,0.919,0.832,0.979
399,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.561,0.93,0.962,0.977
400,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.526,0.947,0.958,0.979
401,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.418,0.829,0.767,0.924
402,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.355,0.779,0.586,0.987
403,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.566,0.989,0.972,0.986
404,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Dark Akro 2018,0.354,0.795,0.672,0.871
405,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.556,0.923,0.915,0.996
406,Dior Homme Intense Dior 2011,1 Million Elixir Paco Rabanne 2022,0.618,0.987,0.995,0.903
407,Dior Homme Intense Dior 2011,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.647,0.992,0.991,0.893
408,Dior Homme Intense Dior 2011,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.575,0.984,0.906,0.938
409,Dior Homme Intense Dior 2011,Acqua di Giò Parfum Giorgio Armani 2023,0.093,0.69,0.644,0.963
410,Dior Homme Intense Dior 2011,Althaïr Parfums de Marly 2023,0.766,0.993,0.986,0.966
411,Dior Homme Intense Dior 2011,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.833,0.953,0.991,0.789
412,Dior Homme Intense Dior 2011,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.624,0.754,0.707,0.977
413,Dior Homme Intense Dior 2011,Angels' Share Kilian 2020,0.709,0.989,0.981,0.903
414,Dior Homme Intense Dior 2011,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.112,0.607,0.526,0.971
415,Dior Homme Intense Dior 2011,Armani Code Absolu pour Homme Giorgio Armani 2019,0.812,0.996,0.999,0.954
416,Dior Homme Intense Dior 2011,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.758,0.952,0.983,0.979
417,Dior Homme Intense Dior 2011,Artisan Pure John Varvatos 2017,0.162,0.551,0.33,0.98
418,Dior Homme Intense Dior 2011,Aventus Creed 2010,0.249,0.855,0.741,0.964
419,Dior Homme Intense Dior 2011,Awake Akro 2018,0.583,0.87,0.996,0.913
420,Dior Homme Intense Dior 2011,Bad Boy Cobalt Carolina Herrera 2022,0.424,0.768,0.753,0.896
421,Dior Homme Intense Dior 2011,Bentley for Men Absolute Bentley 2014,0.344,0.969,1.0,0.97
422,Dior Homme Intense Dior 2011,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.116,0.555,0.465,0.915
423,Dior Homme Intense Dior 2011,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.222,0.746,0.744,0.958
424,Dior Homme Intense Dior 2011,Bon Monsieur Rogue 2020,0.269,0.809,0.768,0.974
425,Dior Homme Intense Dior 2011,Boss Bottled Elixir Hugo Boss 2023,0.486,0.978,0.995,0.969
426,Dior Homme Intense Dior 2011,Boss Bottled Parfum Hugo Boss 2022,0.534,0.932,0.96,0.967
427,Dior Homme Intense Dior 2011,Chrome Azzaro 1996 EAU DE TOILETTE,0.178,0.526,0.486,0.938
428,Dior Homme Intense Dior 2011,Chrome Extrême Azzaro 2020,0.07,0.636,0.456,0.944
429,Dior Homme Intense Dior 2011,Cigar Rum Strangers Parfumerie 2017,0.482,0.966,0.99,0.965
430,Dior Homme Intense Dior 2011,Club Black Mercedes-Benz 2017,0.695,0.991,0.992,0.98
431,Dior Homme Intense Dior 2011,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.205,0.696,0.513,0.99
432,Dior Homme Intense Dior 2011,Dark Akro 2018,0.602,0.939,0.999,0.904
433,Dior Homme Intense Dior 2011,Dior Homme Cologne Dior 2013,0.028,0.513,0.357,0.974
434,Dior Homme Intense Dior 2011,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.738,0.73,0.685,0.979
435,Dior Homme Parfum Dior 2014,1 Million Elixir Paco Rabanne 2022,0.475,0.986,0.993,0.87
436,Dior Homme Parfum Dior 2014,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.565,0.989,0.988,0.86
437,Dior Homme Parfum Dior 2014,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.439,0.979,0.895,0.913
438,Dior Homme Parfum Dior 2014,Acqua di Giò Parfum Giorgio Armani 2023,0.099,0.669,0.626,0.969
439,Dior Homme Parfum Dior 2014,Althaïr Parfums de Marly 2023,0.536,0.989,0.989,0.946
440,Dior Homme Parfum Dior 2014,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.721,0.947,0.987,0.761
441,Dior Homme Parfum Dior 2014,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.539,0.735,0.692,0.956
442,Dior Homme Parfum Dior 2014,Angels' Share Kilian 2020,0.503,0.992,0.985,0.881
443,Dior Homme Parfum Dior 2014,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.124,0.584,0.509,0.958
444,Dior Homme Parfum Dior 2014,Armani Code Absolu pour Homme Giorgio Armani 2019,0.706,0.993,0.999,0.933
445,Dior Homme Parfum Dior 2014,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.661,0.94,0.979,0.969
