,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
3569,Terre d'Hermès Eau Givrée Hermès 2022,Targhee Forest Rogue 2023,0.685,0.924,0.827,0.887
3570,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.239,0.755,0.868,0.853
3571,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.32,0.789,0.899,0.847
3572,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.419,0.861,0.973,0.914
3573,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.525,0.98,0.955,0.976
3574,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.254,0.825,0.741,0.914
3575,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.371,0.919,0.895,0.698
3576,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.612,0.994,0.976,0.939
3577,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Angels' Share Kilian 2020,0.337,0.728,0.722,0.832
3578,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.54,0.938,0.896,0.957
3579,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.308,0.822,0.842,0.93
3580,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.596,0.939,0.919,0.969
3581,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.658,0.914,0.772,0.955
3582,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Aventus Creed 2010,0.668,0.987,0.985,0.968
3583,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Awake Akro 2018,0.552,0.945,0.882,0.846
3584,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.52,0.957,0.989,0.858
3585,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.586,0.893,0.83,0.996
3586,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.72,0.931,0.861,0.842
3587,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.78,0.994,0.986,0.956
3588,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.707,0.992,0.993,0.985
3589,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.534,0.861,0.789,0.991
3590,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.656,0.95,0.939,0.972
3591,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.565,0.899,0.872,0.926
3592,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.532,0.934,0.863,0.941
3593,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.528,0.869,0.899,0.922
3594,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.256,0.836,0.764,0.935
3595,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.751,0.978,0.89,0.953
3596,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Dark Akro 2018,0.527,0.831,0.831,0.836
3597,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.543,0.89,0.795,0.934
3598,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.527,0.993,0.97,0.951
3599,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.295,0.796,0.839,0.986
3600,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.329,0.777,0.826,0.995
3601,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.608,0.942,0.923,0.676
3602,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.609,0.891,0.853,0.666
3603,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Eau de Soleil Blanc Tom Ford 2017,0.248,0.966,0.808,0.692
3604,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.326,0.751,0.726,0.962
3605,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.45,0.897,0.997,0.837
3606,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Explorer Montblanc 2019,0.708,0.98,0.982,0.95
3607,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.321,0.795,0.929,0.865
3608,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.402,0.801,0.781,0.994
3609,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.87,0.992,0.987,1.0
3610,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.691,0.992,0.996,0.958
3611,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.555,0.842,0.868,0.999
3612,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.523,0.965,0.879,0.942
3613,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.384,0.806,0.762,0.976
3614,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Hugo Iced Hugo Boss 2017,0.619,0.876,0.859,0.939
3615,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.376,0.932,0.971,0.802
3616,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.417,0.865,0.919,0.873
3617,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.737,0.853,0.848,0.879
3618,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.726,0.951,0.896,0.966
3619,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.508,0.848,0.949,0.951
3620,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.48,0.888,0.925,0.951
3621,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.135,0.774,0.828,0.909
3622,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.375,0.91,0.972,0.911
3623,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Legend Montblanc 2011 EAU DE TOILETTE,0.668,0.982,0.987,0.947
3624,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Legend Montblanc 2020 EAU DE PARFUM,0.628,0.969,0.991,0.95
3625,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Les Royales Exclusives - Spice and Wood Creed 2010,0.896,0.983,0.998,0.992
3626,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.662,0.835,0.77,0.899
3627,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.138,0.839,0.944,0.669
3628,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.429,0.992,1.0,0.92
3629,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Mandarino di Amalfi Acqua Tom Ford 2017,0.569,0.943,0.83,0.873
3630,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Millésime Impérial Creed 1994,0.655,0.987,0.91,0.969
3631,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Mousse Illuminée Rogue 2018,0.669,0.969,0.996,0.963
3632,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Mugler Cologne Mugler 2001,0.567,0.904,0.856,0.867
3633,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.372,0.805,0.866,0.93
3634,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Myslf Yves Saint Laurent 2023,0.56,0.986,0.992,0.887
3635,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.507,0.938,0.798,0.875
3636,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Oliver Strangers Parfumerie 2018,0.739,0.946,0.896,0.912
3637,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.319,0.851,0.866,0.992
3638,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Oud for Greatness Initio 2018,0.515,0.742,0.824,0.987
3639,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.636,0.79,0.841,0.986
3640,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Percival Parfums de Marly 2018,0.717,0.957,0.961,0.947
3641,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Play Intense Givenchy 2008 EAU DE TOILETTE,0.328,0.88,0.868,0.905
3642,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Polo Deep Blue Ralph Lauren 2020,0.577,0.868,0.842,0.963
3643,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Polo Red Parfum Ralph Lauren 2023,0.508,0.995,0.974,0.975
3644,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Reflection Man Amouage 2007,0.397,0.978,0.995,0.977
3645,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Royal Oud Creed 2011,0.82,0.95,0.955,0.996
3646,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Salted Green Mango Strangers Parfumerie 2019,0.647,0.97,0.85,0.899
3647,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.775,0.992,0.971,0.985
3648,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Sapphire Collection - London Widian / AJ Arabia 2018,0.297,0.773,0.895,0.948
3649,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Sartorial Penhaligon's 2010,0.666,0.988,0.97,0.992
3650,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Sauvage Dior 2018 EAU DE PARFUM,0.684,0.986,0.997,0.945
3651,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Signature Zaharoff 2018 EAU DE PARFUM,0.68,0.977,0.975,0.989
3652,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Silver Mountain Water Creed 1995,0.638,0.96,0.906,0.942
3653,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Targhee Forest Rogue 2023,0.685,0.982,0.983,0.905
3654,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Terre d'Hermès Eau Givrée Hermès 2022,0.884,0.938,0.887,0.987
3655,The Most Wanted Azzaro 2021,1 Million Elixir Paco Rabanne 2022,0.861,0.996,0.998,0.995
3656,The Most Wanted Azzaro 2021,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.9,0.996,0.991,0.995
3657,The Most Wanted Azzaro 2021,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.782,0.991,0.919,0.987
3658,The Most Wanted Azzaro 2021,Acqua di Giò Parfum Giorgio Armani 2023,0.22,0.7,0.657,0.94
3659,The Most Wanted Azzaro 2021,Althaïr Parfums de Marly 2023,0.828,0.995,0.981,0.931
3660,The Most Wanted Azzaro 2021,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.617,0.965,0.995,0.665
3661,The Most Wanted Azzaro 2021,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.552,0.769,0.722,0.979
3662,The Most Wanted Azzaro 2021,Angels' Share Kilian 2020,0.876,0.989,0.974,0.805
3663,The Most Wanted Azzaro 2021,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.245,0.636,0.54,0.985
3664,The Most Wanted Azzaro 2021,Armani Code Absolu pour Homme Giorgio Armani 2019,0.904,0.994,0.997,0.994
3665,The Most Wanted Azzaro 2021,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.819,0.947,0.988,0.975
3666,The Most Wanted Azzaro 2021,Artisan Pure John Varvatos 2017,0.091,0.594,0.343,0.983
3667,The Most Wanted Azzaro 2021,Aventus Creed 2010,0.35,0.859,0.753,0.966
3668,The Most Wanted Azzaro 2021,Awake Akro 2018,0.796,0.91,0.998,0.813
3669,The Most Wanted Azzaro 2021,Bad Boy Cobalt Carolina Herrera 2022,0.733,0.807,0.767,0.996
3670,The Most Wanted Azzaro 2021,Bentley for Men Absolute Bentley 2014,0.365,0.979,0.998,0.85
3671,The Most Wanted Azzaro 2021,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.14,0.583,0.48,0.841
3672,The Most Wanted Azzaro 2021,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.331,0.751,0.756,0.977
3673,The Most Wanted Azzaro 2021,Bon Monsieur Rogue 2020,0.261,0.824,0.781,0.855
3674,The Most Wanted Azzaro 2021,Boss Bottled Elixir Hugo Boss 2023,0.518,0.99,0.994,0.907
3675,The Most Wanted Azzaro 2021,Boss Bottled Parfum Hugo Boss 2022,0.717,0.939,0.969,0.963
3676,The Most Wanted Azzaro 2021,Chrome Azzaro 1996 EAU DE TOILETTE,0.329,0.562,0.502,0.988
3677,The Most Wanted Azzaro 2021,Chrome Extrême Azzaro 2020,0.198,0.663,0.471,0.977
3678,The Most Wanted Azzaro 2021,Cigar Rum Strangers Parfumerie 2017,0.633,0.979,0.994,0.853
3679,The Most Wanted Azzaro 2021,Club Black Mercedes-Benz 2017,0.871,0.995,0.988,0.954
3680,The Most Wanted Azzaro 2021,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.265,0.723,0.527,0.946
3681,The Most Wanted Azzaro 2021,Dark Akro 2018,0.79,0.984,0.998,0.795
3682,The Most Wanted Azzaro 2021,Dior Homme Cologne Dior 2013,0.037,0.55,0.372,0.976
3683,The Most Wanted Azzaro 2021,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.448,0.743,0.699,0.983
3684,The Most Wanted Azzaro 2021,Dior Homme Intense Dior 2011,0.653,0.982,0.999,0.927
3685,The Most Wanted Azzaro 2021,Dior Homme Parfum Dior 2014,0.476,0.98,0.998,0.902
3686,The Most Wanted Azzaro 2021,Eau Parfumée au Thé Blanc Bvlgari 2003,0.195,0.592,0.596,0.69
3687,The Most Wanted Azzaro 2021,Eau Parfumée au Thé Vert Bvlgari 1992,0.155,0.496,0.471,0.68
3688,The Most Wanted Azzaro 2021,Eau de Soleil Blanc Tom Ford 2017,0.346,0.749,0.406,0.74
3689,The Most Wanted Azzaro 2021,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.896,0.989,0.975,0.981
3690,The Most Wanted Azzaro 2021,Eros Versace 2020 EAU DE PARFUM,0.593,0.968,0.871,0.989
3691,The Most Wanted Azzaro 2021,Explorer Montblanc 2019,0.354,0.708,0.737,0.98
3692,The Most Wanted Azzaro 2021,First Instinct Together Man Abercrombie & Fitch 2020,0.479,0.508,0.611,0.986
3693,The Most Wanted Azzaro 2021,Gentleman Givenchy Réserve Privée Givenchy 2022,0.766,0.991,0.993,0.909
3694,The Most Wanted Azzaro 2021,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.251,0.72,0.755,0.9
3695,The Most Wanted Azzaro 2021,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.599,0.821,0.804,0.977
3696,The Most Wanted Azzaro 2021,Haltane Parfums de Marly 2021,0.646,0.99,0.999,0.875
3697,The Most Wanted Azzaro 2021,Hero Burberry 2022 EAU DE PARFUM,0.817,0.911,0.988,0.99
3698,The Most Wanted Azzaro 2021,Herod Parfums de Marly 2012,0.836,0.994,0.988,0.943
3699,The Most Wanted Azzaro 2021,Hugo Iced Hugo Boss 2017,0.195,0.497,0.464,0.993
3700,The Most Wanted Azzaro 2021,Invictus Platinum Paco Rabanne 2022,0.635,0.831,0.702,0.983
3701,The Most Wanted Azzaro 2021,Invictus Victory Paco Rabanne 2021,0.844,0.992,0.987,0.994
3702,The Most Wanted Azzaro 2021,Jimmy Choo Man Aqua Jimmy Choo 2022,0.15,0.528,0.448,0.992
3703,The Most Wanted Azzaro 2021,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.262,0.66,0.538,0.977
3704,The Most Wanted Azzaro 2021,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.754,0.986,0.972,0.988
3705,The Most Wanted Azzaro 2021,Layton Parfums de Marly 2016,0.837,0.982,0.985,0.988
3706,The Most Wanted Azzaro 2021,Le Mâle Elixir Jean Paul Gaultier 2023,0.843,0.998,0.999,0.994
3707,The Most Wanted Azzaro 2021,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.729,0.97,0.945,0.999
3708,The Most Wanted Azzaro 2021,Legend Montblanc 2011 EAU DE TOILETTE,0.582,0.716,0.758,0.982
3709,The Most Wanted Azzaro 2021,Legend Montblanc 2020 EAU DE PARFUM,0.622,0.7,0.793,0.98
3710,The Most Wanted Azzaro 2021,Les Royales Exclusives - Spice and Wood Creed 2010,0.437,0.873,0.869,0.898
3711,The Most Wanted Azzaro 2021,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.25,0.43,0.341,0.999
3712,The Most Wanted Azzaro 2021,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.723,0.997,0.974,0.716
3713,The Most Wanted Azzaro 2021,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.725,0.83,0.836,0.992
3714,The Most Wanted Azzaro 2021,Mandarino di Amalfi Acqua Tom Ford 2017,0.117,0.623,0.44,0.871
3715,The Most Wanted Azzaro 2021,Millésime Impérial Creed 1994,0.199,0.739,0.561,0.947
3716,The Most Wanted Azzaro 2021,Mousse Illuminée Rogue 2018,0.313,0.853,0.841,0.844
3717,The Most Wanted Azzaro 2021,Mugler Cologne Mugler 2001,0.119,0.557,0.476,0.887
3718,The Most Wanted Azzaro 2021,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.728,0.997,0.999,0.828
3719,The Most Wanted Azzaro 2021,Myslf Yves Saint Laurent 2023,0.625,0.761,0.777,0.996
3720,The Most Wanted Azzaro 2021,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.113,0.651,0.376,0.865
3721,The Most Wanted Azzaro 2021,Oliver Strangers Parfumerie 2018,0.221,0.627,0.536,0.904
3722,The Most Wanted Azzaro 2021,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.479,0.991,0.999,0.919
3723,The Most Wanted Azzaro 2021,Oud for Greatness Initio 2018,0.595,0.992,0.998,0.915
3724,The Most Wanted Azzaro 2021,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.603,0.994,0.999,0.891
3725,The Most Wanted Azzaro 2021,Percival Parfums de Marly 2018,0.449,0.672,0.674,0.989
3726,The Most Wanted Azzaro 2021,Play Intense Givenchy 2008 EAU DE TOILETTE,0.855,0.982,0.999,0.999
3727,The Most Wanted Azzaro 2021,Polo Deep Blue Ralph Lauren 2020,0.362,0.497,0.44,0.972
3728,The Most Wanted Azzaro 2021,Polo Red Parfum Ralph Lauren 2023,0.741,0.801,0.91,0.967
3729,The Most Wanted Azzaro 2021,Reflection Man Amouage 2007,0.485,0.891,0.8,0.965
3730,The Most Wanted Azzaro 2021,Royal Oud Creed 2011,0.513,0.925,0.966,0.871
3731,The Most Wanted Azzaro 2021,Salted Green Mango Strangers Parfumerie 2019,0.24,0.73,0.457,0.907
3732,The Most Wanted Azzaro 2021,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.612,0.822,0.949,0.899
3733,The Most Wanted Azzaro 2021,Sapphire Collection - London Widian / AJ Arabia 2018,0.502,0.993,0.995,0.905
3734,The Most Wanted Azzaro 2021,Sartorial Penhaligon's 2010,0.525,0.847,0.951,0.852
3735,The Most Wanted Azzaro 2021,Sauvage Dior 2018 EAU DE PARFUM,0.621,0.875,0.874,0.983
3736,The Most Wanted Azzaro 2021,Signature Zaharoff 2018 EAU DE PARFUM,0.563,0.881,0.944,0.896
3737,The Most Wanted Azzaro 2021,Silver Mountain Water Creed 1995,0.159,0.657,0.559,0.949
3738,The Most Wanted Azzaro 2021,Targhee Forest Rogue 2023,0.443,0.7,0.86,0.778
3739,The Most Wanted Azzaro 2021,Terre d'Hermès Eau Givrée Hermès 2022,0.252,0.613,0.521,0.943
3740,The Most Wanted Azzaro 2021,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.348,0.798,0.85,0.893
3741,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.747,0.984,0.992,0.947
3742,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.885,0.991,0.994,0.949
3743,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.757,0.99,0.968,0.983
3744,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.214,0.731,0.767,0.984
3745,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.677,0.996,0.939,0.909
3746,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.713,0.968,0.998,0.621
3747,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.61,0.792,0.822,0.968
3748,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Angels' Share Kilian 2020,0.785,0.982,0.927,0.778
3749,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.214,0.651,0.664,0.996
3750,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.811,0.997,0.981,0.989
3751,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.855,0.969,1.0,0.996
3752,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.128,0.598,0.481,0.984
3753,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Aventus Creed 2010,0.453,0.883,0.846,0.998
3754,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Awake Akro 2018,0.668,0.898,0.995,0.791
3755,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.615,0.802,0.859,0.957
3756,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.584,0.981,0.979,0.936
3757,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.208,0.602,0.61,0.808
3758,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.396,0.784,0.848,0.999
3759,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.373,0.842,0.87,0.919
3760,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.751,0.985,0.965,0.972
3761,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.79,0.952,0.993,0.998
3762,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.26,0.573,0.629,0.994
3763,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.152,0.679,0.603,0.99
3764,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.787,0.972,0.998,0.866
3765,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.689,0.996,0.952,0.942
3766,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.375,0.739,0.652,0.947
3767,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dark Akro 2018,0.705,0.95,0.979,0.774
3768,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.048,0.56,0.51,0.96
3769,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.47,0.77,0.803,0.981
3770,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.666,0.998,0.982,0.96
3771,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.605,0.993,0.977,0.952
3772,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.259,0.615,0.713,0.622
3773,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.208,0.512,0.6,0.612
3774,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.254,0.746,0.537,0.663
3775,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.809,0.989,0.93,0.991
3776,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.479,0.962,0.937,0.953
3777,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Explorer Montblanc 2019,0.355,0.737,0.835,0.998
3778,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.302,0.49,0.729,0.936
3779,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.781,0.997,0.961,0.976
3780,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.368,0.758,0.849,0.961
3781,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.742,0.845,0.889,0.98
