,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
2625,Toy Boy Moschino 2019,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.459,0.938,0.979,0.904
2626,Toy Boy Moschino 2019,The Most Wanted Azzaro 2021,0.631,0.946,0.924,0.949
2627,Toy Boy Moschino 2019,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,0.607,0.947,0.972,0.919
2628,Ultra Mâle Jean Paul Gaultier 2015,1 Million Elixir Paco Rabanne 2022,0.938,0.993,0.994,0.998
2629,Ultra Mâle Jean Paul Gaultier 2015,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.9,0.986,0.998,0.999
2630,Ultra Mâle Jean Paul Gaultier 2015,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.772,0.957,0.954,0.975
2631,Ultra Mâle Jean Paul Gaultier 2015,Acqua di Giò Parfum Giorgio Armani 2023,0.13,0.574,0.742,0.894
2632,Ultra Mâle Jean Paul Gaultier 2015,Althaïr Parfums de Marly 2023,0.65,0.972,0.952,0.91
2633,Ultra Mâle Jean Paul Gaultier 2015,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.517,0.901,0.999,0.654
2634,Ultra Mâle Jean Paul Gaultier 2015,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.503,0.654,0.799,0.961
2635,Ultra Mâle Jean Paul Gaultier 2015,Angels' Share Kilian 2020,0.691,0.99,0.943,0.785
2636,Ultra Mâle Jean Paul Gaultier 2015,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.178,0.512,0.639,0.959
2637,Ultra Mâle Jean Paul Gaultier 2015,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.623,0.883,0.999,0.945
2638,Ultra Mâle Jean Paul Gaultier 2015,Aventus Creed 2010,0.427,0.769,0.826,0.93
2639,Ultra Mâle Jean Paul Gaultier 2015,Awake Akro 2018,0.537,0.822,0.998,0.791
2640,Ultra Mâle Jean Paul Gaultier 2015,Bad Boy Cobalt Carolina Herrera 2022,0.749,0.711,0.836,0.996
2641,Ultra Mâle Jean Paul Gaultier 2015,Bentley for Men Absolute Bentley 2014,0.15,0.924,0.986,0.786
2642,Ultra Mâle Jean Paul Gaultier 2015,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.114,0.447,0.584,0.827
2643,Ultra Mâle Jean Paul Gaultier 2015,Bon Monsieur Rogue 2020,0.093,0.72,0.849,0.793
2644,Ultra Mâle Jean Paul Gaultier 2015,Boss Bottled Elixir Hugo Boss 2023,0.361,0.95,0.974,0.852
2645,Ultra Mâle Jean Paul Gaultier 2015,Boss Bottled Parfum Hugo Boss 2022,0.59,0.867,0.984,0.926
2646,Ultra Mâle Jean Paul Gaultier 2015,Chrome Azzaro 1996 EAU DE TOILETTE,0.221,0.435,0.604,0.969
2647,Ultra Mâle Jean Paul Gaultier 2015,Cigar Rum Strangers Parfumerie 2017,0.576,0.932,0.997,0.821
2648,Ultra Mâle Jean Paul Gaultier 2015,Club Black Mercedes-Benz 2017,0.696,0.969,0.963,0.934
2649,Ultra Mâle Jean Paul Gaultier 2015,Dark Akro 2018,0.555,0.943,0.985,0.773
2650,Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.386,0.617,0.779,0.96
2651,Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Intense Dior 2011,0.52,0.967,0.99,0.886
2652,Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Parfum Dior 2014,0.353,0.969,0.986,0.851
2653,Ultra Mâle Jean Paul Gaultier 2015,Eau Parfumée au Thé Blanc Bvlgari 2003,0.144,0.454,0.689,0.684
2654,Ultra Mâle Jean Paul Gaultier 2015,Eau Parfumée au Thé Vert Bvlgari 1992,0.067,0.347,0.575,0.678
2655,Ultra Mâle Jean Paul Gaultier 2015,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.742,0.986,0.945,0.953
2656,Ultra Mâle Jean Paul Gaultier 2015,Eros Versace 2020 EAU DE PARFUM,0.711,0.926,0.924,0.989
2657,Ultra Mâle Jean Paul Gaultier 2015,Explorer Montblanc 2019,0.33,0.587,0.812,0.951
2658,Ultra Mâle Jean Paul Gaultier 2015,First Instinct Together Man Abercrombie & Fitch 2020,0.618,0.411,0.702,0.984
2659,Ultra Mâle Jean Paul Gaultier 2015,Gentleman Givenchy Réserve Privée Givenchy 2022,0.559,0.973,0.97,0.855
2660,Ultra Mâle Jean Paul Gaultier 2015,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.079,0.593,0.827,0.846
2661,Ultra Mâle Jean Paul Gaultier 2015,Haltane Parfums de Marly 2021,0.465,0.959,0.994,0.816
2662,Ultra Mâle Jean Paul Gaultier 2015,Hero Burberry 2022 EAU DE PARFUM,0.614,0.821,0.984,0.97
2663,Ultra Mâle Jean Paul Gaultier 2015,Herod Parfums de Marly 2012,0.74,0.975,0.962,0.908
2664,Ultra Mâle Jean Paul Gaultier 2015,Invictus Platinum Paco Rabanne 2022,0.693,0.747,0.78,0.997
2665,Ultra Mâle Jean Paul Gaultier 2015,Invictus Victory Paco Rabanne 2021,0.727,0.952,0.996,0.988
2666,Ultra Mâle Jean Paul Gaultier 2015,Jimmy Choo Man Aqua Jimmy Choo 2022,0.053,0.408,0.552,0.986
2667,Ultra Mâle Jean Paul Gaultier 2015,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.173,0.538,0.637,0.948
2668,Ultra Mâle Jean Paul Gaultier 2015,Layton Parfums de Marly 2016,0.834,0.941,0.998,0.965
2669,Ultra Mâle Jean Paul Gaultier 2015,Le Mâle Elixir Jean Paul Gaultier 2023,0.719,0.99,0.987,0.985
2670,Ultra Mâle Jean Paul Gaultier 2015,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.686,0.922,0.978,0.988
2671,Ultra Mâle Jean Paul Gaultier 2015,Legend Montblanc 2011 EAU DE TOILETTE,0.566,0.593,0.829,0.955
2672,Ultra Mâle Jean Paul Gaultier 2015,Legend Montblanc 2020 EAU DE PARFUM,0.474,0.57,0.855,0.953
2673,Ultra Mâle Jean Paul Gaultier 2015,Les Royales Exclusives - Spice and Wood Creed 2010,0.252,0.777,0.921,0.847
2674,Ultra Mâle Jean Paul Gaultier 2015,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.202,0.291,0.453,0.991
2675,Ultra Mâle Jean Paul Gaultier 2015,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.883,0.969,0.994,0.718
2676,Ultra Mâle Jean Paul Gaultier 2015,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.603,0.73,0.894,0.978
2677,Ultra Mâle Jean Paul Gaultier 2015,Millésime Impérial Creed 1994,0.223,0.618,0.657,0.914
2678,Ultra Mâle Jean Paul Gaultier 2015,Mousse Illuminée Rogue 2018,0.118,0.752,0.896,0.793
2679,Ultra Mâle Jean Paul Gaultier 2015,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.583,0.978,0.996,0.786
2680,Ultra Mâle Jean Paul Gaultier 2015,Myslf Yves Saint Laurent 2023,0.518,0.647,0.846,0.991
2681,Ultra Mâle Jean Paul Gaultier 2015,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.182,0.53,0.486,0.846
2682,Ultra Mâle Jean Paul Gaultier 2015,Oliver Strangers Parfumerie 2018,0.174,0.493,0.635,0.88
2683,Ultra Mâle Jean Paul Gaultier 2015,Oud for Greatness Initio 2018,0.434,0.99,0.984,0.871
2684,Ultra Mâle Jean Paul Gaultier 2015,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.38,0.977,0.989,0.844
2685,Ultra Mâle Jean Paul Gaultier 2015,Percival Parfums de Marly 2018,0.348,0.552,0.758,0.965
2686,Ultra Mâle Jean Paul Gaultier 2015,Polo Deep Blue Ralph Lauren 2020,0.358,0.369,0.544,0.939
2687,Ultra Mâle Jean Paul Gaultier 2015,Polo Red Parfum Ralph Lauren 2023,0.821,0.684,0.946,0.935
2688,Ultra Mâle Jean Paul Gaultier 2015,Reflection Man Amouage 2007,0.403,0.804,0.865,0.931
2689,Ultra Mâle Jean Paul Gaultier 2015,Royal Oud Creed 2011,0.282,0.852,0.989,0.813
2690,Ultra Mâle Jean Paul Gaultier 2015,Salted Green Mango Strangers Parfumerie 2019,0.318,0.609,0.561,0.89
2691,Ultra Mâle Jean Paul Gaultier 2015,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.375,0.712,0.978,0.854
2692,Ultra Mâle Jean Paul Gaultier 2015,Sapphire Collection - London Widian / AJ Arabia 2018,0.638,0.984,0.999,0.872
2693,Ultra Mâle Jean Paul Gaultier 2015,Sartorial Penhaligon's 2010,0.298,0.745,0.979,0.792
2694,Ultra Mâle Jean Paul Gaultier 2015,Signature Zaharoff 2018 EAU DE PARFUM,0.389,0.785,0.977,0.84
2695,Ultra Mâle Jean Paul Gaultier 2015,Targhee Forest Rogue 2023,0.224,0.568,0.904,0.735
2696,Ultra Mâle Jean Paul Gaultier 2015,Terre d'Hermès Eau Givrée Hermès 2022,0.147,0.483,0.621,0.899
2697,Ultra Mâle Jean Paul Gaultier 2015,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.167,0.685,0.905,0.837
2698,Ultra Mâle Jean Paul Gaultier 2015,The Most Wanted Azzaro 2021,0.844,0.982,0.992,0.993
2699,Ultra Mâle Jean Paul Gaultier 2015,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,0.699,0.959,0.998,0.943
2700,Ultra Mâle Jean Paul Gaultier 2015,Toy Boy Moschino 2019,0.559,0.88,0.959,0.936
2701,Valentino Uomo Born In Roma Intense Valentino 2023,1 Million Elixir Paco Rabanne 2022,0.748,0.845,0.887,0.993
2702,Valentino Uomo Born In Roma Intense Valentino 2023,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.719,0.866,0.902,0.989
2703,Valentino Uomo Born In Roma Intense Valentino 2023,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.868,0.916,0.99,0.978
2704,Valentino Uomo Born In Roma Intense Valentino 2023,Acqua di Giò Parfum Giorgio Armani 2023,0.442,0.939,0.931,0.905
2705,Valentino Uomo Born In Roma Intense Valentino 2023,Althaïr Parfums de Marly 2023,0.506,0.894,0.756,0.955
2706,Valentino Uomo Born In Roma Intense Valentino 2023,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.528,0.954,0.91,0.749
2707,Valentino Uomo Born In Roma Intense Valentino 2023,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.819,0.963,0.96,0.987
2708,Valentino Uomo Born In Roma Intense Valentino 2023,Angels' Share Kilian 2020,0.522,0.815,0.734,0.862
2709,Valentino Uomo Born In Roma Intense Valentino 2023,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.503,0.91,0.862,0.97
2710,Valentino Uomo Born In Roma Intense Valentino 2023,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.787,0.959,0.931,0.961
2711,Valentino Uomo Born In Roma Intense Valentino 2023,Aventus Creed 2010,0.639,0.981,0.965,0.937
2712,Valentino Uomo Born In Roma Intense Valentino 2023,Awake Akro 2018,0.395,0.981,0.894,0.867
2713,Valentino Uomo Born In Roma Intense Valentino 2023,Bad Boy Cobalt Carolina Herrera 2022,0.908,0.972,0.98,0.983
2714,Valentino Uomo Born In Roma Intense Valentino 2023,Bentley for Men Absolute Bentley 2014,0.217,0.941,0.843,0.831
2715,Valentino Uomo Born In Roma Intense Valentino 2023,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.445,0.881,0.825,0.897
2716,Valentino Uomo Born In Roma Intense Valentino 2023,Bon Monsieur Rogue 2020,0.359,0.978,0.982,0.841
2717,Valentino Uomo Born In Roma Intense Valentino 2023,Boss Bottled Elixir Hugo Boss 2023,0.368,0.917,0.81,0.874
2718,Valentino Uomo Born In Roma Intense Valentino 2023,Boss Bottled Parfum Hugo Boss 2022,0.785,0.965,0.958,0.935
2719,Valentino Uomo Born In Roma Intense Valentino 2023,Chrome Azzaro 1996 EAU DE TOILETTE,0.593,0.865,0.838,0.965
2720,Valentino Uomo Born In Roma Intense Valentino 2023,Cigar Rum Strangers Parfumerie 2017,0.523,0.913,0.914,0.893
2721,Valentino Uomo Born In Roma Intense Valentino 2023,Club Black Mercedes-Benz 2017,0.55,0.903,0.781,0.973
2722,Valentino Uomo Born In Roma Intense Valentino 2023,Dark Akro 2018,0.449,0.917,0.845,0.853
2723,Valentino Uomo Born In Roma Intense Valentino 2023,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.767,0.955,0.953,0.98
2724,Valentino Uomo Born In Roma Intense Valentino 2023,Dior Homme Intense Dior 2011,0.576,0.854,0.852,0.93
2725,Valentino Uomo Born In Roma Intense Valentino 2023,Dior Homme Parfum Dior 2014,0.464,0.835,0.838,0.896
2726,Valentino Uomo Born In Roma Intense Valentino 2023,Eau Parfumée au Thé Blanc Bvlgari 2003,0.561,0.884,0.894,0.762
2727,Valentino Uomo Born In Roma Intense Valentino 2023,Eau Parfumée au Thé Vert Bvlgari 1992,0.417,0.836,0.817,0.761
2728,Valentino Uomo Born In Roma Intense Valentino 2023,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.584,0.835,0.739,0.968
2729,Valentino Uomo Born In Roma Intense Valentino 2023,Eros Versace 2020 EAU DE PARFUM,0.873,0.952,0.988,0.964
2730,Valentino Uomo Born In Roma Intense Valentino 2023,Explorer Montblanc 2019,0.646,0.944,0.968,0.952
2731,Valentino Uomo Born In Roma Intense Valentino 2023,First Instinct Together Man Abercrombie & Fitch 2020,0.771,0.79,0.913,0.992
2732,Valentino Uomo Born In Roma Intense Valentino 2023,Gentleman Givenchy Réserve Privée Givenchy 2022,0.579,0.867,0.801,0.88
2733,Valentino Uomo Born In Roma Intense Valentino 2023,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.457,0.942,0.972,0.886
2734,Valentino Uomo Born In Roma Intense Valentino 2023,Haltane Parfums de Marly 2021,0.471,0.897,0.881,0.857
2735,Valentino Uomo Born In Roma Intense Valentino 2023,Hero Burberry 2022 EAU DE PARFUM,0.751,0.985,0.901,0.978
2736,Valentino Uomo Born In Roma Intense Valentino 2023,Herod Parfums de Marly 2012,0.565,0.875,0.779,0.949
2737,Valentino Uomo Born In Roma Intense Valentino 2023,Invictus Platinum Paco Rabanne 2022,0.897,0.972,0.959,0.981
2738,Valentino Uomo Born In Roma Intense Valentino 2023,Invictus Victory Paco Rabanne 2021,0.81,0.93,0.931,0.97
2739,Valentino Uomo Born In Roma Intense Valentino 2023,Jimmy Choo Man Aqua Jimmy Choo 2022,0.37,0.81,0.811,0.972
2740,Valentino Uomo Born In Roma Intense Valentino 2023,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.513,0.919,0.862,0.97
2741,Valentino Uomo Born In Roma Intense Valentino 2023,Layton Parfums de Marly 2016,0.755,0.938,0.937,0.977
2742,Valentino Uomo Born In Roma Intense Valentino 2023,Le Mâle Elixir Jean Paul Gaultier 2023,0.553,0.86,0.842,0.996
2743,Valentino Uomo Born In Roma Intense Valentino 2023,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.828,0.963,0.97,0.991
2744,Valentino Uomo Born In Roma Intense Valentino 2023,Legend Montblanc 2011 EAU DE TOILETTE,0.82,0.95,0.977,0.956
2745,Valentino Uomo Born In Roma Intense Valentino 2023,Legend Montblanc 2020 EAU DE PARFUM,0.838,0.937,0.989,0.955
2746,Valentino Uomo Born In Roma Intense Valentino 2023,Les Royales Exclusives - Spice and Wood Creed 2010,0.505,0.967,0.995,0.897
2747,Valentino Uomo Born In Roma Intense Valentino 2023,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.521,0.786,0.719,0.99
2748,Valentino Uomo Born In Roma Intense Valentino 2023,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.567,0.91,0.947,0.79
2749,Valentino Uomo Born In Roma Intense Valentino 2023,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.904,0.987,0.993,0.98
2750,Valentino Uomo Born In Roma Intense Valentino 2023,Millésime Impérial Creed 1994,0.513,0.956,0.881,0.954
2751,Valentino Uomo Born In Roma Intense Valentino 2023,Mousse Illuminée Rogue 2018,0.345,0.97,0.998,0.86
2752,Valentino Uomo Born In Roma Intense Valentino 2023,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.513,0.881,0.877,0.862
2753,Valentino Uomo Born In Roma Intense Valentino 2023,Myslf Yves Saint Laurent 2023,0.818,0.967,0.978,0.994
2754,Valentino Uomo Born In Roma Intense Valentino 2023,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.463,0.914,0.754,0.912
2755,Valentino Uomo Born In Roma Intense Valentino 2023,Oliver Strangers Parfumerie 2018,0.446,0.89,0.867,0.934
2756,Valentino Uomo Born In Roma Intense Valentino 2023,Oud for Greatness Initio 2018,0.431,0.829,0.837,0.919
2757,Valentino Uomo Born In Roma Intense Valentino 2023,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.371,0.86,0.854,0.899
2758,Valentino Uomo Born In Roma Intense Valentino 2023,Percival Parfums de Marly 2018,0.691,0.923,0.938,0.97
2759,Valentino Uomo Born In Roma Intense Valentino 2023,Polo Deep Blue Ralph Lauren 2020,0.646,0.82,0.798,0.944
2760,Valentino Uomo Born In Roma Intense Valentino 2023,Polo Red Parfum Ralph Lauren 2023,0.843,0.981,0.992,0.962
2761,Valentino Uomo Born In Roma Intense Valentino 2023,Reflection Man Amouage 2007,0.678,0.971,0.986,0.958
2762,Valentino Uomo Born In Roma Intense Valentino 2023,Royal Oud Creed 2011,0.503,0.953,0.965,0.864
2763,Valentino Uomo Born In Roma Intense Valentino 2023,Salted Green Mango Strangers Parfumerie 2019,0.443,0.948,0.826,0.946
2764,Valentino Uomo Born In Roma Intense Valentino 2023,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.588,0.972,0.971,0.907
2765,Valentino Uomo Born In Roma Intense Valentino 2023,Sapphire Collection - London Widian / AJ Arabia 2018,0.48,0.848,0.91,0.93
2766,Valentino Uomo Born In Roma Intense Valentino 2023,Sartorial Penhaligon's 2010,0.507,0.963,0.977,0.849
2767,Valentino Uomo Born In Roma Intense Valentino 2023,Signature Zaharoff 2018 EAU DE PARFUM,0.63,0.966,0.976,0.877
2768,Valentino Uomo Born In Roma Intense Valentino 2023,Targhee Forest Rogue 2023,0.546,0.921,0.995,0.822
2769,Valentino Uomo Born In Roma Intense Valentino 2023,Terre d'Hermès Eau Givrée Hermès 2022,0.484,0.9,0.85,0.926
2770,Valentino Uomo Born In Roma Intense Valentino 2023,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.418,0.971,0.993,0.876
2771,Valentino Uomo Born In Roma Intense Valentino 2023,The Most Wanted Azzaro 2021,0.724,0.882,0.866,0.99
2772,Valentino Uomo Born In Roma Intense Valentino 2023,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,0.625,0.886,0.934,0.948
2773,Valentino Uomo Born In Roma Intense Valentino 2023,Toy Boy Moschino 2019,0.651,0.979,0.991,0.974
2774,Valentino Uomo Born In Roma Intense Valentino 2023,Ultra Mâle Jean Paul Gaultier 2015,0.738,0.792,0.914,0.99
2775,Valentino Uomo Intense Valentino,1 Million Elixir Paco Rabanne 2022,0.47,0.989,0.992,0.931
2776,Valentino Uomo Intense Valentino,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.565,0.989,0.988,0.929
2777,Valentino Uomo Intense Valentino,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.463,0.976,0.894,0.98
2778,Valentino Uomo Intense Valentino,Acqua di Giò Parfum Giorgio Armani 2023,0.126,0.649,0.628,0.969
2779,Valentino Uomo Intense Valentino,Althaïr Parfums de Marly 2023,0.582,0.988,0.99,0.933
2780,Valentino Uomo Intense Valentino,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.737,0.94,0.986,0.7
2781,Valentino Uomo Intense Valentino,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.453,0.716,0.692,0.979
2782,Valentino Uomo Intense Valentino,Angels' Share Kilian 2020,0.489,0.995,0.985,0.836
2783,Valentino Uomo Intense Valentino,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.067,0.565,0.509,0.991
2784,Valentino Uomo Intense Valentino,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.623,0.93,0.978,0.997
2785,Valentino Uomo Intense Valentino,Aventus Creed 2010,0.144,0.824,0.727,0.985
2786,Valentino Uomo Intense Valentino,Awake Akro 2018,0.442,0.849,0.993,0.847
2787,Valentino Uomo Intense Valentino,Bad Boy Cobalt Carolina Herrera 2022,0.338,0.738,0.738,0.932
2788,Valentino Uomo Intense Valentino,Bentley for Men Absolute Bentley 2014,0.166,0.96,1.0,0.957
2789,Valentino Uomo Intense Valentino,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.041,0.511,0.446,0.863
2790,Valentino Uomo Intense Valentino,Bon Monsieur Rogue 2020,0.125,0.776,0.753,0.936
2791,Valentino Uomo Intense Valentino,Boss Bottled Elixir Hugo Boss 2023,0.3,0.972,0.996,0.968
2792,Valentino Uomo Intense Valentino,Boss Bottled Parfum Hugo Boss 2022,0.452,0.912,0.953,0.988
2793,Valentino Uomo Intense Valentino,Chrome Azzaro 1996 EAU DE TOILETTE,0.118,0.483,0.468,0.979
2794,Valentino Uomo Intense Valentino,Cigar Rum Strangers Parfumerie 2017,0.341,0.961,0.986,0.923
2795,Valentino Uomo Intense Valentino,Club Black Mercedes-Benz 2017,0.493,0.984,0.994,0.965
2796,Valentino Uomo Intense Valentino,Dark Akro 2018,0.39,0.937,0.999,0.835
2797,Valentino Uomo Intense Valentino,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.562,0.691,0.669,0.983
2798,Valentino Uomo Intense Valentino,Dior Homme Intense Dior 2011,0.817,0.997,1.0,0.984
2799,Valentino Uomo Intense Valentino,Dior Homme Parfum Dior 2014,0.852,0.999,1.0,0.974
2800,Valentino Uomo Intense Valentino,Eau Parfumée au Thé Blanc Bvlgari 2003,0.26,0.523,0.564,0.678
2801,Valentino Uomo Intense Valentino,Eau Parfumée au Thé Vert Bvlgari 1992,0.165,0.412,0.437,0.678
2802,Valentino Uomo Intense Valentino,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.464,0.996,0.987,0.988
2803,Valentino Uomo Intense Valentino,Eros Versace 2020 EAU DE PARFUM,0.341,0.934,0.85,0.917
2804,Valentino Uomo Intense Valentino,Explorer Montblanc 2019,0.148,0.655,0.709,0.981
2805,Valentino Uomo Intense Valentino,First Instinct Together Man Abercrombie & Fitch 2020,0.203,0.408,0.574,0.928
2806,Valentino Uomo Intense Valentino,Gentleman Givenchy Réserve Privée Givenchy 2022,0.798,0.996,0.995,0.977
2807,Valentino Uomo Intense Valentino,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.107,0.676,0.728,0.977
2808,Valentino Uomo Intense Valentino,Haltane Parfums de Marly 2021,0.485,0.989,0.996,0.969
2809,Valentino Uomo Intense Valentino,Hero Burberry 2022 EAU DE PARFUM,0.455,0.866,0.981,0.989
2810,Valentino Uomo Intense Valentino,Herod Parfums de Marly 2012,0.508,0.994,0.994,0.985
2811,Valentino Uomo Intense Valentino,Invictus Platinum Paco Rabanne 2022,0.326,0.756,0.67,0.905
2812,Valentino Uomo Intense Valentino,Invictus Victory Paco Rabanne 2021,0.492,0.969,0.979,0.945
2813,Valentino Uomo Intense Valentino,Jimmy Choo Man Aqua Jimmy Choo 2022,0.071,0.445,0.415,0.954
2814,Valentino Uomo Intense Valentino,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.087,0.591,0.506,0.993
2815,Valentino Uomo Intense Valentino,Layton Parfums de Marly 2016,0.52,0.963,0.974,0.99
2816,Valentino Uomo Intense Valentino,Le Mâle Elixir Jean Paul Gaultier 2023,0.645,0.988,0.999,0.965
2817,Valentino Uomo Intense Valentino,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.608,0.936,0.931,0.969
2818,Valentino Uomo Intense Valentino,Legend Montblanc 2011 EAU DE TOILETTE,0.217,0.652,0.729,0.985
2819,Valentino Uomo Intense Valentino,Legend Montblanc 2020 EAU DE PARFUM,0.318,0.638,0.764,0.986
2820,Valentino Uomo Intense Valentino,Les Royales Exclusives - Spice and Wood Creed 2010,0.19,0.845,0.845,0.971
2821,Valentino Uomo Intense Valentino,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.068,0.336,0.312,0.966
2822,Valentino Uomo Intense Valentino,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.405,0.977,0.965,0.69
2823,Valentino Uomo Intense Valentino,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.616,0.779,0.811,0.981
2824,Valentino Uomo Intense Valentino,Millésime Impérial Creed 1994,0.059,0.678,0.528,0.978
2825,Valentino Uomo Intense Valentino,Mousse Illuminée Rogue 2018,0.16,0.789,0.814,0.928
2826,Valentino Uomo Intense Valentino,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.595,0.991,0.997,0.908
2827,Valentino Uomo Intense Valentino,Myslf Yves Saint Laurent 2023,0.243,0.701,0.752,0.949
2828,Valentino Uomo Intense Valentino,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.072,0.573,0.343,0.892
2829,Valentino Uomo Intense Valentino,Oliver Strangers Parfumerie 2018,0.075,0.557,0.502,0.922
2830,Valentino Uomo Intense Valentino,Oud for Greatness Initio 2018,0.344,0.995,1.0,0.979
2831,Valentino Uomo Intense Valentino,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.291,0.996,1.0,0.97
2832,Valentino Uomo Intense Valentino,Percival Parfums de Marly 2018,0.23,0.608,0.644,0.983
2833,Valentino Uomo Intense Valentino,Polo Deep Blue Ralph Lauren 2020,0.137,0.408,0.411,0.988
2834,Valentino Uomo Intense Valentino,Polo Red Parfum Ralph Lauren 2023,0.419,0.75,0.884,0.994
2835,Valentino Uomo Intense Valentino,Reflection Man Amouage 2007,0.519,0.862,0.773,0.993
2836,Valentino Uomo Intense Valentino,Royal Oud Creed 2011,0.266,0.917,0.951,0.964
2837,Valentino Uomo Intense Valentino,Salted Green Mango Strangers Parfumerie 2019,0.094,0.65,0.417,0.929
2838,Valentino Uomo Intense Valentino,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.418,0.784,0.937,0.973
2839,Valentino Uomo Intense Valentino,Sapphire Collection - London Widian / AJ Arabia 2018,0.58,0.997,0.987,0.952
2840,Valentino Uomo Intense Valentino,Sartorial Penhaligon's 2010,0.481,0.823,0.934,0.955
2841,Valentino Uomo Intense Valentino,Signature Zaharoff 2018 EAU DE PARFUM,0.296,0.86,0.929,0.956
2842,Valentino Uomo Intense Valentino,Targhee Forest Rogue 2023,0.318,0.662,0.833,0.88
2843,Valentino Uomo Intense Valentino,Terre d'Hermès Eau Givrée Hermès 2022,0.103,0.537,0.491,0.98
2844,Valentino Uomo Intense Valentino,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.144,0.758,0.827,0.975
2845,Valentino Uomo Intense Valentino,The Most Wanted Azzaro 2021,0.516,0.982,0.997,0.958
2846,Valentino Uomo Intense Valentino,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,0.494,0.99,0.977,0.989
