,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
2492,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Angels' Share Kilian 2020,0.785,0.982,0.927,0.778
2493,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.214,0.651,0.664,0.996
2494,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.855,0.969,1.0,0.996
2495,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Aventus Creed 2010,0.453,0.883,0.846,0.998
2496,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Awake Akro 2018,0.668,0.898,0.995,0.791
2497,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.615,0.802,0.859,0.957
2498,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.584,0.981,0.979,0.936
2499,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.208,0.602,0.61,0.808
2500,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.373,0.842,0.87,0.919
2501,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.751,0.985,0.965,0.972
2502,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.79,0.952,0.993,0.998
2503,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.26,0.573,0.629,0.994
2504,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.787,0.972,0.998,0.866
2505,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.689,0.996,0.952,0.942
2506,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dark Akro 2018,0.705,0.95,0.979,0.774
2507,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.47,0.77,0.803,0.981
2508,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.666,0.998,0.982,0.96
2509,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.605,0.993,0.977,0.952
2510,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.259,0.615,0.713,0.622
2511,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.208,0.512,0.6,0.612
2512,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.809,0.989,0.93,0.991
2513,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.479,0.962,0.937,0.953
2514,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Explorer Montblanc 2019,0.355,0.737,0.835,0.998
2515,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.302,0.49,0.729,0.936
2516,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.781,0.997,0.961,0.976
2517,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.368,0.758,0.849,0.961
2518,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.908,0.997,0.991,0.951
2519,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.795,0.917,0.988,0.993
