fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity,total_similarity
Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Sartorial Penhaligon's 2010,0.666,0.988,0.97,0.992,0.364
Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Sauvage Dior 2018 EAU DE PARFUM,0.685,0.986,0.997,0.944,0.077
Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Signature Zaharoff 2018 EAU DE PARFUM,0.68,0.977,0.975,0.989,0.17
Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Silver Mountain Water Creed 1995,0.638,0.96,0.906,0.942,0.059
Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Targhee Forest Rogue 2023,0.685,0.982,0.983,0.905,0.227
Terre d'Hermès Hermès 2006 EAU DE TOILETTE,Terre d'Hermès Eau Givrée Hermès 2022,0.884,0.938,0.887,0.987,0.617
The Most Wanted Azzaro 2021,1 Million Elixir Paco Rabanne 2022,0.861,0.996,0.998,0.995,0.797
The Most Wanted Azzaro 2021,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.9,0.996,0.991,0.995,0.786
The Most Wanted Azzaro 2021,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.782,0.991,0.919,0.987,0.529
The Most Wanted Azzaro 2021,Acqua di Giò Parfum Giorgio Armani 2023,0.22,0.7,0.657,0.94,-0.451
The Most Wanted Azzaro 2021,Althaïr Parfums de Marly 2023,0.828,0.995,0.981,0.932,0.645
The Most Wanted Azzaro 2021,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.617,0.965,0.995,0.665,0.067
The Most Wanted Azzaro 2021,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.554,0.77,0.723,0.979,-0.428
The Most Wanted Azzaro 2021,Angels' Share Kilian 2020,0.876,0.989,0.974,0.805,0.646
The Most Wanted Azzaro 2021,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.245,0.636,0.54,0.985,-0.448
The Most Wanted Azzaro 2021,Armani Code Absolu pour Homme Giorgio Armani 2019,0.904,0.994,0.997,0.994,0.786
The Most Wanted Azzaro 2021,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.819,0.947,0.988,0.975,0.541
The Most Wanted Azzaro 2021,Artisan Pure John Varvatos 2017,0.091,0.594,0.343,0.983,-0.611
The Most Wanted Azzaro 2021,Aventus Creed 2010,0.35,0.859,0.753,0.966,-0.295
The Most Wanted Azzaro 2021,Awake Akro 2018,0.796,0.91,0.998,0.813,0.366
The Most Wanted Azzaro 2021,Bad Boy Cobalt Carolina Herrera 2022,0.733,0.807,0.767,0.996,0.244
The Most Wanted Azzaro 2021,Bentley for Men Absolute Bentley 2014,0.365,0.979,0.998,0.85,0.016
The Most Wanted Azzaro 2021,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.14,0.583,0.48,0.841,-0.683
The Most Wanted Azzaro 2021,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.331,0.751,0.756,0.977,-0.376
The Most Wanted Azzaro 2021,Bon Monsieur Rogue 2020,0.261,0.824,0.781,0.855,-0.401
The Most Wanted Azzaro 2021,Boss Bottled Elixir Hugo Boss 2023,0.519,0.99,0.994,0.911,0.146
The Most Wanted Azzaro 2021,Boss Bottled Parfum Hugo Boss 2022,0.717,0.939,0.969,0.963,0.358
The Most Wanted Azzaro 2021,Chrome Azzaro 1996 EAU DE TOILETTE,0.329,0.562,0.502,0.988,-0.369
The Most Wanted Azzaro 2021,Chrome Extrême Azzaro 2020,0.198,0.663,0.471,0.977,-0.41
The Most Wanted Azzaro 2021,Cigar Rum Strangers Parfumerie 2017,0.633,0.979,0.994,0.853,0.181
The Most Wanted Azzaro 2021,Club Black Mercedes-Benz 2017,0.872,0.995,0.988,0.955,0.696
The Most Wanted Azzaro 2021,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.265,0.723,0.527,0.946,-0.654
The Most Wanted Azzaro 2021,Dark Akro 2018,0.79,0.984,0.998,0.795,0.395
The Most Wanted Azzaro 2021,Dior Homme Cologne Dior 2013,0.037,0.55,0.372,0.976,-0.647
The Most Wanted Azzaro 2021,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.448,0.743,0.699,0.983,-0.386
The Most Wanted Azzaro 2021,Dior Homme Intense Dior 2011,0.653,0.982,0.999,0.927,0.352
The Most Wanted Azzaro 2021,Dior Homme Parfum Dior 2014,0.476,0.98,0.998,0.902,0.2
The Most Wanted Azzaro 2021,Eau Parfumée au Thé Blanc Bvlgari 2003,0.195,0.592,0.596,0.69,-0.618
The Most Wanted Azzaro 2021,Eau Parfumée au Thé Vert Bvlgari 1992,0.155,0.496,0.471,0.68,-0.631
The Most Wanted Azzaro 2021,Eau de Soleil Blanc Tom Ford 2017,0.346,0.749,0.406,0.74,-0.262
The Most Wanted Azzaro 2021,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.896,0.989,0.975,0.981,0.737
The Most Wanted Azzaro 2021,Eros Versace 2020 EAU DE PARFUM,0.593,0.968,0.871,0.989,0.423
The Most Wanted Azzaro 2021,Explorer Montblanc 2019,0.354,0.708,0.737,0.98,-0.343
The Most Wanted Azzaro 2021,First Instinct Together Man Abercrombie & Fitch 2020,0.479,0.508,0.611,0.986,-0.193
The Most Wanted Azzaro 2021,Gentleman Givenchy Réserve Privée Givenchy 2022,0.766,0.991,0.993,0.909,0.484
The Most Wanted Azzaro 2021,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.251,0.72,0.755,0.9,-0.571
The Most Wanted Azzaro 2021,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.599,0.821,0.804,0.977,-0.258
The Most Wanted Azzaro 2021,Haltane Parfums de Marly 2021,0.646,0.99,0.999,0.875,0.213
The Most Wanted Azzaro 2021,Hero Burberry 2022 EAU DE PARFUM,0.819,0.917,0.989,0.991,0.504
The Most Wanted Azzaro 2021,Herod Parfums de Marly 2012,0.836,0.994,0.988,0.943,0.6
The Most Wanted Azzaro 2021,Hugo Iced Hugo Boss 2017,0.195,0.497,0.464,0.993,-0.546
The Most Wanted Azzaro 2021,Invictus Platinum Paco Rabanne 2022,0.635,0.831,0.702,0.983,0.235
The Most Wanted Azzaro 2021,Invictus Victory Paco Rabanne 2021,0.844,0.992,0.987,0.994,0.79
The Most Wanted Azzaro 2021,Jimmy Choo Man Aqua Jimmy Choo 2022,0.15,0.528,0.448,0.992,-0.383
The Most Wanted Azzaro 2021,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.262,0.66,0.538,0.977,-0.646
The Most Wanted Azzaro 2021,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.754,0.986,0.972,0.988,0.44
The Most Wanted Azzaro 2021,Layton Parfums de Marly 2016,0.837,0.982,0.985,0.988,0.656
The Most Wanted Azzaro 2021,Le Mâle Elixir Jean Paul Gaultier 2023,0.843,0.998,0.999,0.994,0.776
The Most Wanted Azzaro 2021,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.729,0.97,0.945,0.999,0.417
The Most Wanted Azzaro 2021,Legend Montblanc 2011 EAU DE TOILETTE,0.582,0.716,0.758,0.982,-0.136
The Most Wanted Azzaro 2021,Legend Montblanc 2020 EAU DE PARFUM,0.622,0.7,0.793,0.98,-0.092
The Most Wanted Azzaro 2021,Les Royales Exclusives - Spice and Wood Creed 2010,0.437,0.873,0.869,0.898,-0.345
The Most Wanted Azzaro 2021,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.25,0.43,0.341,0.999,-0.472
The Most Wanted Azzaro 2021,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.723,0.997,0.974,0.716,0.41
The Most Wanted Azzaro 2021,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.725,0.83,0.836,0.992,0.231
The Most Wanted Azzaro 2021,Mandarino di Amalfi Acqua Tom Ford 2017,0.117,0.623,0.44,0.871,-0.684
The Most Wanted Azzaro 2021,Millésime Impérial Creed 1994,0.199,0.739,0.561,0.947,-0.624
The Most Wanted Azzaro 2021,Mousse Illuminée Rogue 2018,0.313,0.853,0.841,0.844,-0.332
The Most Wanted Azzaro 2021,Mugler Cologne Mugler 2001,0.119,0.557,0.476,0.887,-0.615
The Most Wanted Azzaro 2021,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.728,0.997,0.999,0.828,0.174
The Most Wanted Azzaro 2021,Myslf Yves Saint Laurent 2023,0.625,0.761,0.777,0.996,-0.007
The Most Wanted Azzaro 2021,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.113,0.651,0.376,0.865,-0.668
The Most Wanted Azzaro 2021,Oliver Strangers Parfumerie 2018,0.221,0.627,0.536,0.904,-0.701
The Most Wanted Azzaro 2021,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.479,0.991,0.999,0.919,0.18
The Most Wanted Azzaro 2021,Oud for Greatness Initio 2018,0.595,0.992,0.998,0.915,0.307
The Most Wanted Azzaro 2021,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.603,0.994,0.999,0.891,0.245
The Most Wanted Azzaro 2021,Percival Parfums de Marly 2018,0.449,0.672,0.674,0.989,-0.42
The Most Wanted Azzaro 2021,Play Intense Givenchy 2008 EAU DE TOILETTE,0.855,0.982,0.999,0.999,0.69
The Most Wanted Azzaro 2021,Polo Deep Blue Ralph Lauren 2020,0.362,0.497,0.44,0.972,-0.482
The Most Wanted Azzaro 2021,Polo Red Parfum Ralph Lauren 2023,0.741,0.801,0.91,0.967,0.092
The Most Wanted Azzaro 2021,Reflection Man Amouage 2007,0.485,0.891,0.8,0.965,-0.198
The Most Wanted Azzaro 2021,Royal Oud Creed 2011,0.513,0.925,0.966,0.871,-0.167
The Most Wanted Azzaro 2021,Salted Green Mango Strangers Parfumerie 2019,0.24,0.73,0.457,0.907,-0.541
The Most Wanted Azzaro 2021,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.612,0.822,0.949,0.899,-0.179
The Most Wanted Azzaro 2021,Sapphire Collection - London Widian / AJ Arabia 2018,0.501,0.993,0.995,0.905,0.232
The Most Wanted Azzaro 2021,Sartorial Penhaligon's 2010,0.525,0.847,0.951,0.852,-0.224
The Most Wanted Azzaro 2021,Sauvage Dior 2018 EAU DE PARFUM,0.62,0.875,0.874,0.983,0.226
The Most Wanted Azzaro 2021,Signature Zaharoff 2018 EAU DE PARFUM,0.563,0.881,0.944,0.896,-0.117
The Most Wanted Azzaro 2021,Silver Mountain Water Creed 1995,0.159,0.657,0.559,0.949,-0.722
The Most Wanted Azzaro 2021,Targhee Forest Rogue 2023,0.443,0.7,0.86,0.778,-0.47
The Most Wanted Azzaro 2021,Terre d'Hermès Eau Givrée Hermès 2022,0.252,0.613,0.521,0.943,-0.692
The Most Wanted Azzaro 2021,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.348,0.798,0.85,0.893,-0.322
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.747,0.984,0.992,0.947,0.466
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.885,0.991,0.994,0.949,0.698
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.757,0.99,0.968,0.983,0.508
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.214,0.731,0.767,0.984,-0.363
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.677,0.996,0.939,0.91,0.337
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.713,0.968,0.998,0.621,0.028
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.612,0.793,0.823,0.967,-0.38
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Angels' Share Kilian 2020,0.785,0.982,0.927,0.778,0.457
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.214,0.651,0.664,0.996,-0.507
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.811,0.997,0.981,0.989,0.595
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.855,0.969,1.0,0.996,0.647
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.128,0.598,0.481,0.984,-0.641
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Aventus Creed 2010,0.453,0.883,0.846,0.998,-0.041
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Awake Akro 2018,0.668,0.898,0.995,0.791,-0.048
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.615,0.802,0.859,0.957,-0.185
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.584,0.981,0.979,0.936,0.299
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.208,0.602,0.61,0.808,-0.662
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.396,0.784,0.848,0.999,-0.165
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.373,0.842,0.87,0.919,-0.239
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.752,0.986,0.965,0.968,0.434
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.79,0.952,0.993,0.998,0.525
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.26,0.573,0.629,0.994,-0.484
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.152,0.679,0.603,0.99,-0.469
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.787,0.972,0.998,0.866,0.278
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.691,0.996,0.951,0.943,0.35
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.375,0.739,0.652,0.947,-0.501
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dark Akro 2018,0.705,0.95,0.979,0.774,0.078
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.048,0.56,0.51,0.96,-0.694
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.47,0.77,0.803,0.981,-0.362
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.666,0.998,0.982,0.96,0.409
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.605,0.993,0.977,0.952,0.396
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.259,0.615,0.713,0.622,-0.659
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.208,0.512,0.6,0.612,-0.706
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.254,0.746,0.537,0.663,-0.561
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.81,0.989,0.929,0.991,0.657
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.479,0.962,0.937,0.953,0.06
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Explorer Montblanc 2019,0.355,0.737,0.835,0.998,-0.304
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.302,0.49,0.729,0.936,-0.598
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.781,0.997,0.961,0.976,0.558
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.368,0.758,0.849,0.961,-0.251
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.742,0.845,0.889,0.98,0.071
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.908,0.997,0.991,0.951,0.758
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.802,0.921,0.987,0.993,0.324
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Herod Parfums de Marly 2012,0.889,0.997,0.951,0.963,0.688
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Hugo Iced Hugo Boss 2017,0.173,0.506,0.597,0.987,-0.653
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.435,0.815,0.807,0.925,-0.276
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.658,0.987,0.999,0.973,0.339
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.216,0.524,0.581,0.976,-0.419
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.294,0.675,0.662,0.988,-0.618
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.94,0.999,0.997,0.995,0.911
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Layton Parfums de Marly 2016,0.915,0.989,1.0,0.993,0.815
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.595,0.985,0.979,0.968,0.311
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.799,0.968,0.983,0.979,0.541
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.532,0.736,0.852,0.999,-0.223
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Legend Montblanc 2020 EAU DE PARFUM,0.558,0.715,0.879,0.999,-0.234
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Les Royales Exclusives - Spice and Wood Creed 2010,0.624,0.902,0.936,0.946,0.13
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.25,0.436,0.478,0.978,-0.565
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.552,0.989,0.996,0.636,0.0
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.575,0.848,0.912,0.988,-0.126
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Mandarino di Amalfi Acqua Tom Ford 2017,0.147,0.641,0.569,0.844,-0.716
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Millésime Impérial Creed 1994,0.286,0.758,0.684,0.959,-0.468
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Mousse Illuminée Rogue 2018,0.44,0.849,0.917,0.887,-0.241
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Mugler Cologne Mugler 2001,0.084,0.574,0.604,0.851,-0.748
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.818,0.994,0.991,0.853,0.24
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Myslf Yves Saint Laurent 2023,0.523,0.778,0.867,0.96,-0.331
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.111,0.658,0.513,0.842,-0.754
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Oliver Strangers Parfumerie 2018,0.323,0.641,0.662,0.888,-0.646
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.559,0.995,0.992,0.961,0.267
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Oud for Greatness Initio 2018,0.885,0.985,0.977,0.952,0.739
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.777,0.993,0.983,0.936,0.493
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Percival Parfums de Marly 2018,0.474,0.691,0.781,0.995,-0.384
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Play Intense Givenchy 2008 EAU DE TOILETTE,0.815,0.993,0.991,0.981,0.648
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Polo Deep Blue Ralph Lauren 2020,0.301,0.504,0.572,1.0,-0.571
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Polo Red Parfum Ralph Lauren 2023,0.786,0.823,0.962,0.985,0.215
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Reflection Man Amouage 2007,0.571,0.917,0.885,0.986,0.021
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Royal Oud Creed 2011,0.745,0.958,0.995,0.938,0.389
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Salted Green Mango Strangers Parfumerie 2019,0.324,0.732,0.592,0.887,-0.537
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.835,0.855,0.986,0.94,0.425
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Sapphire Collection - London Widian / AJ Arabia 2018,0.669,0.993,0.998,0.915,0.469
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Sartorial Penhaligon's 2010,0.672,0.885,0.988,0.922,0.065
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Sauvage Dior 2018 EAU DE PARFUM,0.573,0.897,0.938,0.997,0.162
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Signature Zaharoff 2018 EAU DE PARFUM,0.731,0.912,0.984,0.949,0.223
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Silver Mountain Water Creed 1995,0.225,0.675,0.681,0.942,-0.673
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Targhee Forest Rogue 2023,0.588,0.748,0.927,0.811,-0.162
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Terre d'Hermès Eau Givrée Hermès 2022,0.363,0.629,0.647,0.977,-0.484
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.506,0.832,0.922,0.96,-0.027
The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,The Most Wanted Azzaro 2021,0.785,0.984,0.987,0.974,0.473
Toy Boy Moschino 2019,1 Million Elixir Paco Rabanne 2022,0.721,0.92,0.94,0.952,0.411
Toy Boy Moschino 2019,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.62,0.937,0.948,0.939,0.143
Toy Boy Moschino 2019,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.641,0.97,0.999,0.931,0.009
Toy Boy Moschino 2019,Acqua di Giò Parfum Giorgio Armani 2023,0.398,0.869,0.881,0.903,-0.232
Toy Boy Moschino 2019,Althaïr Parfums de Marly 2023,0.395,0.955,0.833,0.997,-0.046
Toy Boy Moschino 2019,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.583,0.985,0.957,0.864,0.216
Toy Boy Moschino 2019,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.731,0.92,0.923,0.988,0.25
Toy Boy Moschino 2019,Angels' Share Kilian 2020,0.465,0.895,0.814,0.951,0.046
Toy Boy Moschino 2019,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.414,0.819,0.8,0.949,-0.232
Toy Boy Moschino 2019,Armani Code Absolu pour Homme Giorgio Armani 2019,0.562,0.948,0.91,0.951,-0.027
Toy Boy Moschino 2019,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.642,0.988,0.971,0.946,-0.119
Toy Boy Moschino 2019,Artisan Pure John Varvatos 2017,0.366,0.789,0.642,0.974,-0.121
Toy Boy Moschino 2019,Aventus Creed 2010,0.489,0.96,0.933,0.917,-0.277
Toy Boy Moschino 2019,Awake Akro 2018,0.489,0.983,0.944,0.955,0.036
Toy Boy Moschino 2019,Bad Boy Cobalt Carolina Herrera 2022,0.686,0.922,0.948,0.933,0.053
Toy Boy Moschino 2019,Bentley for Men Absolute Bentley 2014,0.354,0.979,0.904,0.866,-0.203
Toy Boy Moschino 2019,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.357,0.786,0.758,0.967,-0.168
Toy Boy Moschino 2019,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.479,0.906,0.935,0.921,-0.332
Toy Boy Moschino 2019,Bon Monsieur Rogue 2020,0.617,0.945,0.954,0.9,0.085
Toy Boy Moschino 2019,Boss Bottled Elixir Hugo Boss 2023,0.424,0.967,0.88,0.91,-0.168
Toy Boy Moschino 2019,Boss Bottled Parfum Hugo Boss 2022,0.696,0.988,0.985,0.916,-0.008
Toy Boy Moschino 2019,Chrome Azzaro 1996 EAU DE TOILETTE,0.437,0.758,0.774,0.918,-0.251
Toy Boy Moschino 2019,Chrome Extrême Azzaro 2020,0.347,0.833,0.753,0.918,-0.247
Toy Boy Moschino 2019,Cigar Rum Strangers Parfumerie 2017,0.56,0.961,0.958,0.958,0.006
Toy Boy Moschino 2019,Club Black Mercedes-Benz 2017,0.433,0.961,0.854,0.996,-0.054
Toy Boy Moschino 2019,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.44,0.891,0.789,0.99,-0.263
Toy Boy Moschino 2019,Dark Akro 2018,0.458,0.96,0.905,0.945,0.013
Toy Boy Moschino 2019,Dior Homme Cologne Dior 2013,0.36,0.744,0.672,0.992,-0.06
Toy Boy Moschino 2019,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.654,0.906,0.91,0.977,0.163
Toy Boy Moschino 2019,Dior Homme Intense Dior 2011,0.47,0.924,0.912,0.961,-0.004
Toy Boy Moschino 2019,Dior Homme Parfum Dior 2014,0.437,0.909,0.901,0.935,-0.025
Toy Boy Moschino 2019,Eau Parfumée au Thé Blanc Bvlgari 2003,0.668,0.796,0.84,0.874,0.324
Toy Boy Moschino 2019,Eau Parfumée au Thé Vert Bvlgari 1992,0.587,0.724,0.749,0.87,0.226
Toy Boy Moschino 2019,Eau de Soleil Blanc Tom Ford 2017,0.547,0.909,0.684,0.901,0.269
Toy Boy Moschino 2019,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.498,0.909,0.817,0.96,-0.024
Toy Boy Moschino 2019,Eros Versace 2020 EAU DE PARFUM,0.561,0.977,0.983,0.895,0.043
Toy Boy Moschino 2019,Explorer Montblanc 2019,0.511,0.877,0.931,0.921,-0.247
