name,link,upvotes,downvotes,year,order
Prada L’Homme Water Splash Prada (male) ~ 2019,https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-Water-Splash-54677.html,85,98,2019,88
Essencial Mirra Natura (male) ~ 2020,https://www.fragrantica.com/perfume/Natura/Essencial-Mirra-63631.html,63,54,2020,89
Mémoire d’une Odeur Gucci (unisex) ~ 2019,https://www.fragrantica.com/perfume/Gucci/Memoire-d-une-Odeur-56096.html,148,226,2019,90
Eternity for Men Eau de Parfum Calvin Klein (male) ~ 2019,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-for-Men-Eau-de-Parfum-56669.html,78,86,2019,91
Polo Deep Blue Parfum Ralph Lauren (male) ~ 2020,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Deep-Blue-Parfum-59650.html,56,43,2020,92
Boss Bottled Eau de Parfum Hugo Boss (male) ~ 2020,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-Eau-de-Parfum-62744.html,70,73,2020,93
Bvlgari Man Glacial Essence Bvlgari (male) ~ 2020,https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Man-Glacial-Essence-62569.html,57,47,2020,94
Nuit d'Issey Pulse Of The Night Issey Miyake (male) ~ 2019,https://www.fragrantica.com/perfume/Issey-Miyake/Nuit-d-Issey-Pulse-Of-The-Night-55072.html,44,23,2019,95
Azzaro Pour Homme Wild Mint Azzaro (male) ~ 2019,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Pour-Homme-Wild-Mint-58655.html,55,46,2019,96
Amber Oud Tobacco Edition Al Haramain Perfumes (unisex) ~ 2019,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amber-Oud-Tobacco-Edition-55791.html,38,13,2019,97
Tobacco & Tonka Bean Banana Republic (unisex) ~ 2019,https://www.fragrantica.com/perfume/Banana-Republic/Tobacco-Tonka-Bean-63828.html,52,44,2019,98
Quercia Eau de Parfum Acqua di Parma (unisex) ~ 2019,https://www.fragrantica.com/perfume/Acqua-di-Parma/Quercia-Eau-de-Parfum-56001.html,46,33,2019,99
Amyris Homme Extrait de Parfum Maison Francis Kurkdjian (male) ~ 2019,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Homme-Extrait-de-Parfum-59744.html,39,19,2019,100
Myrrh & Tonka Cologne Intense Jo Malone London (unisex) ~ 2019,https://www.fragrantica.com/perfume/Jo-Malone-London/Myrrh-Tonka-Cologne-Intense-55760.html,64,70,2019,101
Vert Fougere Floris (male) ~ 2020,https://www.fragrantica.com/perfume/Floris/Vert-Fougere-59474.html,50,45,2020,102
Spirito Fiorentino Tiziana Terenzi (unisex) ~ 2019,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Spirito-Fiorentino-52197.html,54,53,2019,103
Scandal Pour Homme Parfum Cologne Roja Dove (male) ~ 2019,https://www.fragrantica.com/perfume/Roja-Dove/Scandal-Pour-Homme-Parfum-Cologne-57874.html,52,49,2019,104
Santal Blanc Van Cleef & Arpels (unisex) ~ 2019,https://www.fragrantica.com/perfume/Van-Cleef-Arpels/Santal-Blanc-55226.html,45,36,2019,105
Rose & Cuir Frederic Malle (unisex) ~ 2019,https://www.fragrantica.com/perfume/Frederic-Malle/Rose-Cuir-56516.html,45,36,2019,106
Emporio Armani Stronger With You Leather Giorgio Armani (male) ~ 2020,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Leather-63355.html,66,79,2020,107
L'Homme À la Rose Maison Francis Kurkdjian (male) ~ 2020,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-Homme-A-la-Rose-61779.html,48,43,2020,108
Cuir Cavalier MDCI Parfums (male) ~ 2019,https://www.fragrantica.com/perfume/MDCI-Parfums/Cuir-Cavalier-53664.html,42,32,2019,109
Nuit d'Issey Polaris Issey Miyake (male) ~ 2020,https://www.fragrantica.com/perfume/Issey-Miyake/Nuit-d-Issey-Polaris-61305.html,40,28,2020,110
The Voice Of The Snake Eau de Parfum Gucci (unisex) ~ 2019,https://www.fragrantica.com/perfume/Gucci/The-Voice-Of-The-Snake-Eau-de-Parfum-53088.html,40,31,2019,111
Sloth Zoologist Perfumes (unisex) ~ 2020,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Sloth-59597.html,44,39,2020,112
Escentric 05 Escentric Molecules (unisex) ~ 2020,https://www.fragrantica.com/perfume/Escentric-Molecules/Escentric-05-58970.html,47,47,2020,113
Office For Men Fragrance One (male) ~ 2019,https://www.fragrantica.com/perfume/Fragrance-One/Office-For-Men-55166.html,100,154,2019,114
Gris Charnel BDK Parfums (unisex) ~ 2019,https://www.fragrantica.com/perfume/BDK-Parfums/Gris-Charnel-57038.html,55,66,2019,115
Club de Nuit Sillage Armaf (unisex) ~ 2020,https://www.fragrantica.com/perfume/Armaf/Club-de-Nuit-Sillage-64105.html,28,12,2020,116
Rouge Comme des Garcons (unisex) ~ 2020,https://www.fragrantica.com/perfume/Comme-des-Garcons/Rouge-63280.html,31,22,2020,117
Azzaro Chrome Aqua Azzaro (male) ~ 2019,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Chrome-Aqua-55454.html,33,26,2019,118
EGE / ΑΙΓΑΙΟ Nishane (unisex) ~ 2020,https://www.fragrantica.com/perfume/Nishane/EGE-AIGAIO-64092.html,49,59,2020,119
Rolling in Love By Kilian (unisex) ~ 2019,https://www.fragrantica.com/perfume/By-Kilian/Rolling-in-Love-56402.html,42,45,2019,120
Montabaco Verano Ormonde Jayne (unisex) ~ 2020,https://www.fragrantica.com/perfume/Ormonde-Jayne/Montabaco-Verano-60087.html,31,23,2020,121
Night Flyer Olympic Orchids Artisan Perfumes (unisex) ~ 2020,https://www.fragrantica.com/perfume/Olympic-Orchids-Artisan-Perfumes/Night-Flyer-60550.html,33,28,2020,122
Perfect Tobacco S.T. Dupont (unisex) ~ 2019,https://www.fragrantica.com/perfume/S-T-Dupont/Perfect-Tobacco-62763.html,34,31,2019,123
